"SERIES_ID","season","TEAM_A","TEAM_B","WINNER","TEAM_ID_A","TEAM_ID_B","WIN_PCT_DIFF","NET_RATING_DIFF","TS_DIFF","THREE_PT_DIFF","OFF_RATING_DIFF","DEF_RATING_DIFF","EFG_DIFF","OREB_DIFF","TOV_DIFF","PLUS_MINUS_DIFF","SOS_DIFF","SRS_DIFF","H2H_WIN_PCT_DIFF","H2H_TS_PCT_DIFF","H2H_EFG_PCT_DIFF","H2H_POINT_DIFF_DIFF"
"Brooklyn Nets vs Milwaukee Bucks","2020-21","Brooklyn Nets","Milwaukee Bucks",0,1610612751,1610612749,0.028,-1.6,0.017,0.00963810933240999,0.799999999999997,2.39999999999999,0.00900000000000001,-0.017,0,-1.6,-0.00116666666666598,-1.60116666666666,-0.333333333333333,0.0588231092156113,0.0608205782312925,-4.66666666666667
"Dallas Mavericks vs LA Clippers","2020-21","Dallas Mavericks","LA Clippers",0,1610612742,1610612746,-0.0700000000000001,-3.8,-0.017,0.03626393334287,-2.10000000000001,1.7,-0.0139999999999999,-0.017,-0.012,-3.80000000000001,0.00291666666666601,-3.79708333333334,0.333333333333333,0.116617466438345,0.118612326229361,38
"Denver Nuggets vs Phoenix Suns","2020-21","Denver Nuggets","Phoenix Suns",0,1610612743,1610612756,-0.0549999999999999,-1.1,-0.00900000000000001,-0.00832452860470001,0,1.09999999999999,-0.0069999999999999,0.044,0.01,-1.09999999999999,0.00229166666666697,-1.09770833333333,0.333333333333333,-0.0267028832720567,-0.0288500846129827,6
"Denver Nuggets vs Portland Trail Blazers","2020-21","Denver Nuggets","Portland Trail Blazers",1,1610612743,1610612757,0.0700000000000001,3,0.011,-0.064785258511621,-0.799999999999997,-3.8,0.017,0.019,0.024,3,-0.00291666666666601,2.99708333333333,0.333333333333333,-0.052365729259693,-0.0583966867833863,-6.66666666666667
"LA Clippers vs Phoenix Suns","2020-21","LA Clippers","Phoenix Suns",0,1610612746,1610612756,-0.0549999999999999,0.199999999999999,0.002,0.00849805069979898,0.400000000000006,0.199999999999989,0,0.022,0.00900000000000001,0.200000000000021,0.00229166666666697,0.20229166666668,0.333333333333333,0.019822327872307,0.0419094626455054,4.66666666666667
"LA Clippers vs Utah Jazz","2020-21","LA Clippers","Utah Jazz",1,1610612746,1610612762,-0.069,-2.9,0.002,-0.088143188981771,0.200000000000003,3.09999999999999,0.001,-0.014,-0.00699999999999998,-2.89999999999999,0.00287499999999996,-2.89712499999999,-0.333333333333333,-0.0180613674238256,-0.0293785452513903,-13.3333333333333
"Los Angeles Lakers vs Phoenix Suns","2020-21","Los Angeles Lakers","Phoenix Suns",0,1610612747,1610612756,-0.125,-3,-0.028,-0.028938023033721,-6.5,-3.60000000000001,-0.0279999999999999,0.021,0.026,-2.89999999999999,0.00520833333333298,-2.89479166666666,-0.333333333333333,-0.054138073315306,-0.0518661864807781,-9.33333333333333
"Memphis Grizzlies vs Utah Jazz","2020-21","Memphis Grizzlies","Utah Jazz",0,1610612763,1610612762,-0.194,-7.8,-0.0369999999999999,-0.146628413264979,-4.8,3,-0.0349999999999999,0.001,-0.011,-7.8,0.008083333333333,-7.79191666666666,-1,-0.0518604110832644,-0.0607203317323843,-15.3333333333333
"Miami Heat vs Milwaukee Bucks","2020-21","Miami Heat","Milwaukee Bucks",0,1610612748,1610612749,-0.083,-5.9,-0.012,0.028462004999035,-5.90000000000001,0,-0.0199999999999999,-0.029,0.00999999999999998,-5.90000000000001,0.00345833333333401,-5.89654166666667,-0.333333333333333,-0.0449211439929388,-0.0481722990283624,-33.3333333333333
"Milwaukee Bucks vs Phoenix Suns","2020-21","Milwaukee Bucks","Phoenix Suns",1,1610612749,1610612756,-0.069,-0.100000000000001,-0.004,0.012087952885035,0.200000000000003,0.299999999999997,0.002,0.021,0.00800000000000001,-0.0999999999999899,-0.00366666666666704,-0.10366666666666,-1,-0.00535552546244555,-0.0209747789812087,-2
"Philadelphia 76ers vs Washington Wizards","2020-21","Philadelphia 76ers","Washington Wizards",1,1610612755,1610612764,0.209,7.1,0.01,0.02772705170484,1.8,-5.3,0.01,0.027,0.00599999999999998,7.09999999999999,-0.00870833333333398,7.09129166666666,1,0.0718591756657045,0.0647353767049516,24.6666666666667
"Atlanta Hawks vs Miami Heat","2021-22","Atlanta Hawks","Miami Heat",0,1610612737,1610612748,-0.122,-2.9,-0.003,-0.032615974996501,2.40000000000001,5.3,-0.004,-0.00900000000000001,-0.029,-2.89999999999999,0.00417073170731697,-2.89582926829268,-0.5,-0.0385013168778128,-0.0421221092472092,-16
"Boston Celtics vs Brooklyn Nets","2021-22","Boston Celtics","Brooklyn Nets",1,1610612738,1610612751,0.085,6.5,0.002,0.065877375843253,0.399999999999991,-6.09999999999999,0.002,-0.004,-0.00199999999999997,6.49999999999998,-0.00534146341463398,6.49465853658535,0.5,0.067667429008055,0.0595533211311671,22.5
"Boston Celtics vs Golden State Warriors","2021-22","Boston Celtics","Golden State Warriors",0,1610612738,1610612744,-0.024,1.9,-0.004,-0.031180747074043,1.5,-0.399999999999991,-0.01,0.00800000000000001,-0.011,1.89999999999999,-0.00686585365853692,1.89313414634145,0,0.0694737434131858,0.066973733044824,18
"Boston Celtics vs Miami Heat","2021-22","Boston Celtics","Miami Heat",1,1610612738,1610612748,-0.024,2.9,-0.00600000000000001,0.00252138281667502,0.599999999999994,-2.2,-0.005,-0.001,-0.00999999999999998,2.8,-1.21951219509975e-05,2.79998780487804,0.333333333333333,0.0566592258626196,0.0474955843382451,26
"Boston Celtics vs Milwaukee Bucks","2021-22","Boston Celtics","Milwaukee Bucks",1,1610612738,1610612749,0,4.2,-0.002,-0.00509414721686402,-0.700000000000003,-4.89999999999999,-0.004,0.00800000000000001,0.00600000000000001,4.19999999999999,0.00178048780487805,4.20178048780486,0,0.0444713146568447,0.038456978851212,6.5
"Chicago Bulls vs Milwaukee Bucks","2021-22","Chicago Bulls","Milwaukee Bucks",0,1610612741,1610612749,-0.0609999999999999,-3.7,-0.001,-0.098122212706288,-1.59999999999999,2.10000000000001,-0.005,-0.02,-0.003,-3.7,0.00356097560975605,-3.69643902439025,-1,-0.0839714204057144,-0.0796020534975302,-29.5
"Dallas Mavericks vs Golden State Warriors","2021-22","Dallas Mavericks","Golden State Warriors",0,1610612742,1610612744,-0.012,-2,-0.01,-0.017205665462322,0.400000000000006,2.5,-0.014,-0.013,-0.02,-2.09999999999999,-0.00906097560975594,-2.10906097560975,0.5,-0.00980152551029823,-0.0301176740958687,-3
"Dallas Mavericks vs Phoenix Suns","2021-22","Dallas Mavericks","Phoenix Suns",1,1610612742,1610612756,-0.146,-4,-0.00900000000000001,0.08465972415816,-1.7,2.3,-0.011,-0.00800000000000001,0.001,-4,0.01159756097561,-3.98840243902439,-1,-0.0415235397734111,-0.04249346829992,-15.3333333333333
"Dallas Mavericks vs Utah Jazz","2021-22","Dallas Mavericks","Utah Jazz",1,1610612742,1610612762,0.036,-2.7,-0.017,-0.029391614743477,-3.7,-0.900000000000006,-0.017,-0.044,-0.013,-2.79999999999999,-0.002780487804878,-2.80278048780487,0,0.0109723634573193,0.00819470428411817,6.5
"Denver Nuggets vs Golden State Warriors","2021-22","Denver Nuggets","Golden State Warriors",0,1610612743,1610612744,-0.0610000000000001,-3.2,0.00800000000000001,-0.040027229633003,1.7,4.90000000000001,0.004,-0.001,-0.004,-3.2,-0.00623170731707295,-3.20623170731708,0.5,-0.0204817862805186,-0.0382096042085136,0
"Golden State Warriors vs Memphis Grizzlies","2021-22","Golden State Warriors","Memphis Grizzlies",1,1610612744,1610612763,-0.037,0.2,0.0289999999999999,0.109736422842652,-2.2,-2.30000000000001,0.03,-0.069,0.02,0.10000000000001,0.010731707317073,0.11073170731708,-0.5,0.0277060536215639,0.0276593208857533,-15
"Memphis Grizzlies vs Minnesota Timberwolves","2021-22","Memphis Grizzlies","Minnesota Timberwolves",1,1610612763,1610612750,0.122,2.6,-0.0199999999999999,-0.107840362072747,0.5,-2.09999999999999,-0.017,0.054,-0.011,2.59999999999999,-0.008780487804878,2.59121951219512,0,-0.049813716109075,-0.0787964552237395,-16.5
"Miami Heat vs Philadelphia 76ers","2021-22","Miami Heat","Philadelphia 76ers",1,1610612748,1610612755,0.024,1.7,0.00600000000000001,0.045976851259476,0,-1.8,0.013,0.032,0.02,1.79999999999999,-0.00162195121951297,1.79837804878049,0,0.0181363338694472,0.00877184603037584,2
"New Orleans Pelicans vs Phoenix Suns","2021-22","New Orleans Pelicans","Phoenix Suns",0,1610612740,1610612756,-0.341,-8.3,-0.0239999999999999,0.010491547785765,-3,5.2,-0.032,0.042,0.014,-8.20000000000001,0.02630487804878,-8.17369512195122,-0.5,-0.0778741131477173,-0.099212785695092,-13
"Philadelphia 76ers vs Toronto Raptors","2021-22","Philadelphia 76ers","Toronto Raptors",1,1610612755,1610612761,0.037,0.6,0.0349999999999999,0.00127627078669001,0.900000000000006,0.299999999999997,0.024,-0.079,0.001,0.60000000000001,-0.00404878048780399,0.5959512195122,-0.5,0.0451182218060969,0.0260275881603755,-5.5
"Atlanta Hawks vs Boston Celtics","2022-23","Atlanta Hawks","Boston Celtics",0,1610612737,1610612738,-0.195,-6.6,-0.021,-0.149065412524428,-1.8,4.80000000000001,-0.0249999999999999,0.034,-0.00700000000000001,-6.60000000000001,0.00728048780487806,-6.59271951219513,-1,-0.127455798335526,-0.139653176308809,-26.6666666666667
"Boston Celtics vs Miami Heat","2022-23","Boston Celtics","Miami Heat",0,1610612738,1610612748,0.158,7.2,0.026,0.071849060911315,5,-2.2,0.0359999999999999,-0.019,-0.005,7.2,-0.00963414634146403,7.19036585365854,0,0.0780465787923165,0.065715457185513,6.5
"Boston Celtics vs Philadelphia 76ers","2022-23","Boston Celtics","Philadelphia 76ers",1,1610612738,1610612755,0.0359999999999999,2.3,-0.00800000000000001,0.090428053198549,0.299999999999997,-2.10000000000001,0.003,-0.003,-0.00600000000000001,2.4,-0.00621951219512201,2.39378048780488,0.5,0.0233741795269408,0.0535720533606083,8.5
"Brooklyn Nets vs Philadelphia 76ers","2022-23","Brooklyn Nets","Philadelphia 76ers",0,1610612751,1610612755,-0.11,-3.3,-0.01,0.007731097485422,-2.40000000000001,0.799999999999997,-0.00099999999999989,-0.024,0,-3.20000000000001,0.00431707317073204,-3.19568292682927,-1,-9.34635357666691e-05,0.0246829888074583,-22.5
"Cleveland Cavaliers vs New York Knicks","2022-23","Cleveland Cavaliers","New York Knicks",0,1610612739,1610612752,0.049,2.8,0.013,-0.029131777187533,-1.5,-4.3,0.015,-0.045,0.00600000000000001,2.79999999999999,-0.00478048780487794,2.79521951219512,-0.5,-0.00912980139171582,-0.0194480646746032,-7
"Denver Nuggets vs Los Angeles Lakers","2022-23","Denver Nuggets","Los Angeles Lakers",1,1610612743,1610612747,0.122,2.6,0.019,0.010525743161025,2.89999999999999,0.299999999999997,0.0309999999999999,0.02,0.00999999999999998,2.6,-0.00743902439024396,2.59256097560975,0,-0.00192549871743464,-0.00623931416357781,-2.5
"Denver Nuggets vs Miami Heat","2022-23","Denver Nuggets","Miami Heat",1,1610612743,1610612748,0.109,3.8,0.027,-0.046920351157712,4.5,0.700000000000003,0.0429999999999999,0.015,0.00899999999999998,3.8,-0.013256097560976,3.78674390243903,1,0.127814634813961,0.160454774091369,9
"Denver Nuggets vs Minnesota Timberwolves","2022-23","Denver Nuggets","Minnesota Timberwolves",1,1610612743,1610612750,0.134,3.1,0.00900000000000001,-0.020019312713997,3.5,0.400000000000006,0.0129999999999999,0.031,-0.003,3.1,-0.00624390243902401,3.09375609756097,0,-0.0042512113259785,-0.00250750617809015,-2.5
"Denver Nuggets vs Phoenix Suns","2022-23","Denver Nuggets","Phoenix Suns",1,1610612743,1610612756,0.097,1.1,0.031,-0.000905546912143007,2.3,1.2,0.0379999999999999,-0.018,0.011,1.1,-0.012329268292683,1.08767073170732,0,0.0122281140025404,0.0135921105048258,10.5
"Golden State Warriors vs Los Angeles Lakers","2022-23","Golden State Warriors","Los Angeles Lakers",0,1610612744,1610612747,0.013,1,0.018,0.128324338714931,1.19999999999999,0.200000000000003,0.0289999999999999,0.00800000000000001,0.021,0.999999999999987,0.000121951219512029,1.00012195121949,-0.5,-0.0317156575331606,-0.0244640078549235,-6.5
"Golden State Warriors vs Sacramento Kings","2022-23","Golden State Warriors","Sacramento Kings",1,1610612744,1610612758,-0.0479999999999999,-0.9,-0.00800000000000001,0.055711857904332,-3.5,-2.59999999999999,-0.001,0.012,0.025,-0.9,0.005768292682927,-0.89423170731708,0.5,0.0783753509868682,0.0760544121997324,11.5
"LA Clippers vs Phoenix Suns","2022-23","LA Clippers","Phoenix Suns",0,1610612746,1610612756,-0.012,-1.7,0.018,0.025313846356774,-0.5,1.3,0.016,-0.034,0.00699999999999998,-1.79999999999999,-0.00745121951219502,-1.80745121951219,0,-0.00821118818222433,-0.0184923740865894,-9.5
"Los Angeles Lakers vs Memphis Grizzlies","2022-23","Los Angeles Lakers","Memphis Grizzlies",1,1610612747,1610612763,-0.098,-3.3,0.012,-0.021231854321462,-0.799999999999997,2.5,0.002,-0.033,0.004,-3.3,0.00745121951219496,-3.2925487804878,0.333333333333333,0.0540483228001316,0.0356893086483572,-1.33333333333333
"Miami Heat vs Milwaukee Bucks","2022-23","Miami Heat","Milwaukee Bucks",1,1610612748,1610612749,-0.17,-3.9,-0.00900000000000001,-0.038140562047691,-2,1.89999999999999,-0.025,-0.00999999999999995,-0.00499999999999998,-3.89999999999999,0.00962195121951304,-3.89037804878048,0,-0.0397169123515055,-0.0575241885193436,-7.5
"Miami Heat vs New York Knicks","2022-23","Miami Heat","New York Knicks",1,1610612748,1610612752,-0.0359999999999999,-3.3,-0.003,0.00811683799320201,-4.7,-1.40000000000001,-0.011,-0.044,0.00700000000000001,-3.3,0.00219512195122007,-3.29780487804878,-0.5,-0.0194043443696081,-0.0399844682643156,-3
"Boston Celtics vs Cleveland Cavaliers","2023-24","Boston Celtics","Cleveland Cavaliers",1,1610612738,1610612739,0.195,9.2,0.023,0.04879978157828,7.5,-1.5,0.0209999999999999,0.013,-0.017,8.99999999999999,-0.003268292682927,8.99673170731704,0.333333333333333,0.0141542856300563,-0.0107607346529788,10
"Boston Celtics vs Dallas Mavericks","2023-24","Boston Celtics","Dallas Mavericks",1,1610612738,1610612742,0.17,9.6,0.017,0.029826580376653,5.2,-4.30000000000001,0.0159999999999999,0.03,-0.003,9.50000000000001,-0.016329268292683,9.4836707317073,1,0.103545385839872,0.0923043081616782,37
"Boston Celtics vs Indiana Pacers","2023-24","Boston Celtics","Indiana Pacers",1,1610612738,1610612754,0.207,8.8,0.003,0.090350228969668,1.7,-7,0,0.003,-0.005,8.69999999999999,-0.00920731707317102,8.6907926829268,0.2,0.0791486902176575,0.0837494676571215,24.4
"Boston Celtics vs Miami Heat","2023-24","Boston Celtics","Miami Heat",1,1610612738,1610612748,0.219,9.9,0.031,0.077032563500112,8.90000000000001,-0.900000000000006,0.0399999999999999,0.026,-0.00900000000000001,9.8,0.003,9.80299999999998,1,0.126464260568888,0.13827912604068,30
"Cleveland Cavaliers vs Orlando Magic","2023-24","Cleveland Cavaliers","Orlando Magic",1,1610612739,1610612753,0.012,0.3,0.00900000000000001,0.053241652868333,1.8,1.3,0.016,-0.023,-0.012,0.5,0.00282926829268298,0.50282926829268,0,0.0456729631606198,0.0508146478264467,10
"Dallas Mavericks vs LA Clippers","2023-24","Dallas Mavericks","LA Clippers",1,1610612742,1610612746,-0.012,-1.3,-0.00700000000000001,0.058441713516258,-0.900000000000006,0.300000000000011,0.001,-0.026,-0.01,-1.20000000000002,-0.00447560975609707,-1.20447560975612,-0.333333333333333,-0.0548896412896316,-0.0317717996289425,-6.66666666666667
"Dallas Mavericks vs Minnesota Timberwolves","2023-24","Dallas Mavericks","Minnesota Timberwolves",1,1610612742,1610612750,-0.0730000000000001,-4.2,-0.002,0.056540568996674,2.40000000000001,6.5,0.003,-0.018,-0.02,-4.1,0.00029268292682999,-4.09970731707317,-0.5,-0.0675966503559565,-0.085943799611411,-26.5
"Dallas Mavericks vs Oklahoma City Thunder","2023-24","Dallas Mavericks","Oklahoma City Thunder",1,1610612742,1610612760,-0.085,-5.2,-0.016,0.057981005402662,-1.3,3.90000000000001,-0.0109999999999999,0.00700000000000001,-0.001,-5.20000000000001,-1.21951219509975e-05,-5.20001219512196,-0.5,-0.0208522070878604,-0.0207152654780954,-13.5
"Denver Nuggets vs Los Angeles Lakers","2023-24","Denver Nuggets","Los Angeles Lakers",1,1610612743,1610612747,0.122,4.9,-0.012,-0.00667034408334799,2.39999999999999,-2.5,-0.00399999999999989,0.056,-0.00700000000000001,4.89999999999999,-0.015341463414634,4.88465853658536,1,0.0512038605220195,0.0652003530471643,20
"Denver Nuggets vs Minnesota Timberwolves","2023-24","Denver Nuggets","Minnesota Timberwolves",0,1610612743,1610612750,0.0119999999999999,-0.8,-0.005,-0.032731213334808,3.2,3.89999999999999,0.003,0.025,-0.014,-0.69999999999999,-0.002524390243902,-0.70252439024389,0,-0.0401907707317674,-0.0273464770041013,-11
"Indiana Pacers vs Milwaukee Bucks","2023-24","Indiana Pacers","Milwaukee Bucks",1,1610612754,1610612749,-0.025,0.3,0.005,-0.049701250374817,2.90000000000001,2.59999999999999,0.01,0.029,-0.002,0.30000000000002,-0.001756097560975,0.29824390243903,0.6,-0.00241005911145997,-0.00427338213361983,7.2
"Indiana Pacers vs New York Knicks","2023-24","Indiana Pacers","New York Knicks",1,1610612754,1610612752,-0.037,-2,0.032,-0.023295578669592,3.2,5.19999999999999,0.0379999999999999,-0.049,-0.012,-1.99999999999998,-0.00280487804877999,-2.00280487804877,0.333333333333333,0.103026734564107,0.134797118331227,16
"Minnesota Timberwolves vs Phoenix Suns","2023-24","Minnesota Timberwolves","Phoenix Suns",1,1610612750,1610612756,0.0850000000000001,3.2,-0.00900000000000001,0.00625995764856496,-2.2,-5.3,-0.00599999999999989,-0.017,-0.00600000000000001,3.1,-0.001024390243903,3.09897560975609,-1,-0.0919400256964168,-0.107876677359252,-31.3333333333333
"New Orleans Pelicans vs Oklahoma City Thunder","2023-24","New Orleans Pelicans","Oklahoma City Thunder",0,1610612740,1610612760,-0.097,-2.7,-0.017,-0.00992393541790004,-1.8,0.900000000000006,-0.0149999999999999,0.028,0.00700000000000001,-2.70000000000001,0.00354878048780499,-2.6964512195122,-0.333333333333333,-0.0721835007319164,-0.0639622721155703,-18
"New York Knicks vs Philadelphia 76ers","2023-24","New York Knicks","Philadelphia 76ers",1,1610612752,1610612755,0.037,1.8,0,0.03093993753488,1.09999999999999,-0.599999999999994,0.00800000000000001,0.041,0.016,1.69999999999999,0.011439024390244,1.71143902439023,0.5,0.0859466649711232,0.0808028236065677,35.5
"Boston Celtics vs New York Knicks","2024-25","Boston Celtics","New York Knicks",0,1610612738,1610612752,0.122,5.4,0.002,0.153807778726144,2.2,-3.2,0.005,-0.014,-0.012,5.40000000000001,-0.00981707317073199,5.39018292682928,1,0.0776508989657346,0.0823606241747592,32.5
"Boston Celtics vs Orlando Magic","2024-25","Boston Celtics","Orlando Magic",1,1610612738,1610612753,0.244,9.6,0.0409999999999999,0.12461680299281,10.6,1,0.051,-0.011,-0.025,9.6,-0.00758536585365899,9.59241463414634,-0.333333333333333,0.0270804156175092,0.0295160786987851,2
"Cleveland Cavaliers vs Indiana Pacers","2024-25","Cleveland Cavaliers","Indiana Pacers",0,1610612739,1610612754,0.17,7.1,0.013,0.056386622077112,5.59999999999999,-1.5,0.0159999999999999,0.042,0.001,7.09999999999999,-0.00263414634146397,7.09736585365853,-0.5,-0.0069392020948581,-0.0104965252584582,-7.5
"Cleveland Cavaliers vs Miami Heat","2024-25","Cleveland Cavaliers","Miami Heat",1,1610612739,1610612748,0.329,8.8,0.031,0.028186512341558,8.59999999999999,-0.200000000000003,0.0339999999999999,0.033,-0.00700000000000001,8.79999999999999,-0.010402439024391,8.78959756097561,0.333333333333333,0.00263632846503559,0.0242690247759281,10.6666666666667
"Denver Nuggets vs LA Clippers","2024-25","Denver Nuggets","LA Clippers",1,1610612743,1610612746,0,-1.1,0.015,-0.0311540751267469,4.60000000000001,5.69999999999999,0.0189999999999999,0.029,-0.011,-1.09999999999998,-0.00415853658536502,-1.10415853658534,0,0.0488737836298762,0.0657388534279132,18
"Denver Nuggets vs Oklahoma City Thunder","2024-25","Denver Nuggets","Oklahoma City Thunder",0,1610612743,1610612760,-0.219,-8.9,0.011,-0.063104977116705,-0.299999999999997,8.5,0.0129999999999999,0.03,0.024,-8.79999999999999,0.00682926829268299,-8.79317073170735,0,0.00247629494112456,0.00733171310497516,-12
"Detroit Pistons vs New York Knicks","2024-25","Detroit Pistons","New York Knicks",0,1610612765,1610612752,-0.085,-1.9,-0.00900000000000001,0.012042124869419,-2.7,-0.799999999999997,-0.00900000000000001,0,0.013,-1.90000000000001,0.010682926829268,-1.88931707317073,0.5,0.0222408764060406,0.0193247650527244,-3.5
"Golden State Warriors vs Houston Rockets","2024-25","Golden State Warriors","Houston Rockets",1,1610612744,1610612745,-0.049,-1.4,0.0149999999999999,0.08523333042327,-0.700000000000003,0.700000000000003,0.013,-0.049,0.000999999999999973,-1.40000000000001,-0.00354878048780494,-1.40354878048781,0.2,0.0341842178038518,0.0272677961714913,3.2
"Golden State Warriors vs Minnesota Timberwolves","2024-25","Golden State Warriors","Minnesota Timberwolves",0,1610612744,1610612750,-0.013,-1.8,-0.02,0.013668630712117,-1.5,0.200000000000003,-0.018,0.014,-0.005,-1.70000000000001,0.00137804878048808,-1.69862195121952,0.5,0.00307389125045632,0.00285494791723906,1
"Indiana Pacers vs Milwaukee Bucks","2024-25","Indiana Pacers","Milwaukee Bucks",1,1610612754,1610612749,0.025,-0.3,-0.004,-0.0235413586161971,0.300000000000011,0.599999999999994,-0.00599999999999989,0.019,-0.003,-0.29999999999998,-0.00731707317073099,-0.30731707317071,-0.5,-0.0556088191320464,-0.0475569430348249,-13
"Indiana Pacers vs New York Knicks","2024-25","Indiana Pacers","New York Knicks",1,1610612754,1610612752,-0.012,-1.9,0.005,0.018536513273355,-1.89999999999999,0,0.00600000000000001,-0.051,-0.004,-1.89999999999999,-0.00343902439024402,-1.90343902439023,-0.333333333333333,-0.0444117848229503,-0.0361974515639738,-18
"Indiana Pacers vs Oklahoma City Thunder","2024-25","Indiana Pacers","Oklahoma City Thunder",0,1610612754,1610612760,-0.219,-10.6,0.001,-0.018455967929653,-3.8,6.7,0.002,-0.027,0.014,-10.5,-0.00654878048780499,-10.5065487804878,-1,-0.0304306248124853,-0.026672673609469,-27
"Los Angeles Lakers vs Minnesota Timberwolves","2024-25","Los Angeles Lakers","Minnesota Timberwolves",0,1610612747,1610612750,0.012,-3.8,0.005,-0.0297339808618,-0.700000000000003,3,0.003,-0.027,-0.004,-3.70000000000001,-0.00385365853658493,-3.70385365853659,0,-0.0471190329947813,-0.0485230358282062,-11.5
"Memphis Grizzlies vs Oklahoma City Thunder","2024-25","Memphis Grizzlies","Oklahoma City Thunder",0,1610612763,1610612760,-0.244,-8,-0.005,-0.0131464799967,-2,6,-0.00600000000000001,0.049,0.035,-7.99999999999999,0.0055,-7.99450000000004,-1,-0.0557601361113063,-0.0732520796521516,-37.5
"Minnesota Timberwolves vs Oklahoma City Thunder","2024-25","Minnesota Timberwolves","Oklahoma City Thunder",0,1610612750,1610612760,-0.231,-7.7,-0.005,0.036218323586744,-3.5,4.2,-0.00600000000000001,0.019,0.03,-7.69999999999999,0.010975609756097,-7.68902439024394,0,0.00759848658887452,-0.0126647157431985,1.5
"Atlanta Hawks vs New York Knicks","2025-26","Atlanta Hawks","New York Knicks",0,1610612737,1610612752,-0.085,-4.2,-0.00600000000000001,0.00171520505950296,-3.7,0.600000000000009,-0.003,-0.037,-0.001,-4.30000000000002,0.008012195121952,-4.29198780487806,-0.333333333333333,0.0165015387129761,0.0312452820410352,4
"Boston Celtics vs Philadelphia 76ers","2025-26","Boston Celtics","Philadelphia 76ers",0,1610612738,1610612755,0.134,8.4,0.011,0.076013360306325,5.7,-2.7,0.023,0.03,-0.005,8.40000000000001,-0.00370731707317101,8.39629268292683,0,-0.0246751667931336,-0.0207696954316438,7
"Cleveland Cavaliers vs Detroit Pistons","2025-26","Cleveland Cavaliers","Detroit Pistons",1,1610612739,1610612765,-0.098,-4.3,0.012,0.096578445208941,1,5.19999999999999,0.015,-0.047,-0.013,-4.19999999999999,0.00641463414634097,-4.19358536585365,0,0.0356477242936636,0.0322213365215966,9
"Cleveland Cavaliers vs New York Knicks","2025-26","Cleveland Cavaliers","New York Knicks",0,1610612739,1610612752,-0.012,-2.3,0.005,0.014271843231382,-0.400000000000006,1.8,0.004,-0.021,-0.001,-2.20000000000001,-0.0015,-2.20150000000001,-0.333333333333333,0.0314962840716003,0.043171697179614,3.33333333333333
"Cleveland Cavaliers vs Toronto Raptors","2025-26","Cleveland Cavaliers","Toronto Raptors",1,1610612739,1610612761,0.073,1.2,0.014,0.078637639045266,3.3,2,0.015,0.00700000000000001,0.001,1.29999999999999,-0.00697560975609801,1.29302439024389,-1,-0.0789058414069242,-0.0863308194468833,-23.3333333333333
"Denver Nuggets vs Minnesota Timberwolves","2025-26","Denver Nuggets","Minnesota Timberwolves",0,1610612743,1610612750,0.0610000000000001,2.1,0.024,-0.012245937060228,5.60000000000001,3.5,0.0179999999999999,-0.016,-0.017,2.10000000000001,0.00386585365853603,2.10386585365854,0.5,0.0158398789527299,0.00102885092589833,9.5
"Detroit Pistons vs Orlando Magic","2025-26","Detroit Pistons","Orlando Magic",1,1610612765,1610612753,0.183,7.8,0.00700000000000001,-0.041157127875818,3.09999999999999,-4.69999999999999,0.015,0.048,0.011,7.79999999999998,-0.018878048780488,7.78112195121949,0,0.0134609052270378,0.0281576596419966,7
"Houston Rockets vs Los Angeles Lakers","2025-26","Houston Rockets","Los Angeles Lakers",0,1610612745,1610612747,-0.012,3.9,-0.033,-0.043111420025007,0.5,-3.40000000000001,-0.0309999999999999,0.103,0.011,3.90000000000001,-0.003268292682927,3.89673170731708,-0.333333333333333,-0.0314978929199438,-0.0415278746224782,4.66666666666667
"Los Angeles Lakers vs Oklahoma City Thunder","2025-26","Los Angeles Lakers","Oklahoma City Thunder",0,1610612747,1610612760,-0.134,-9.6,0.01,-0.032196456480636,-0.599999999999994,9,0.0119999999999999,0.021,0.022,-9.6,-0.007012195121951,-9.60701219512198,-1,-0.0937213358130576,-0.0947788319818208,-58.5
"Minnesota Timberwolves vs San Antonio Spurs","2025-26","Minnesota Timberwolves","San Antonio Spurs",0,1610612750,1610612759,-0.158,-5.3,-0.003,-0.00167996986178798,-3.10000000000001,2.09999999999999,0,-0.004,0.012,-5.20000000000001,-0.007012195121951,-5.20701219512195,0.333333333333333,0.0236345265614327,0.0313069688253108,7.33333333333333
"New York Knicks vs Philadelphia 76ers","2025-26","New York Knicks","Philadelphia 76ers",1,1610612752,1610612755,0.097,6.5,0.018,0.036398285241779,4.40000000000001,-2.10000000000001,0.027,0.022,0.005,6.50000000000002,-0.00442682926829302,6.49557317073172,0,0.00294121850113294,7.67708440325698e-05,16
"Oklahoma City Thunder vs Phoenix Suns","2025-26","Oklahoma City Thunder","Phoenix Suns",1,1610612760,1610612756,0.231,9.7,0.031,-0.027349844066899,3.39999999999999,-6.40000000000001,0.024,-0.067,-0.023,9.8,-0.009012195121952,9.79098780487808,0.2,0.057772335674307,0.0545758714546737,18
